fname,absrel,delta
318,0.15493797,86.13173756758172
319,0.048380658,97.31098185034895
320,0.025977014,98.94207749388035
321,0.014840026,99.30993733533174
322,0.026794085,99.2720568307179
323,0.022592055,99.15964461481485
324,0.0161184,99.65132602923673
325,0.28378388,66.40019149183779
326,0.31618816,16.829472464141407
327,0.041503366,94.36756877432168
328,0.28429163,37.53062407660227
329,0.078431875,93.0505668632581
330,0.2905533,75.74292494367482
331,0.36673173,34.28978215551536
332,0.07035399,88.7152539838776
333,0.084757864,90.02198604233142
334,0.13629797,75.9859798566012
335,0.12896267,61.89877011401593
336,0.034860212,80.20139294599544
337,0.049563188,97.41086109421808
338,0.13912007,71.5269867420363
339,0.10005653,88.67123200945427
340,0.11160838,89.74503268256785
341,0.12099949,91.50590696076748
342,0.07228202,94.918879913882
343,0.088091336,96.22239460828034
344,0.07444198,96.84273523921256
345,0.11574764,94.67259399498533
346,0.03905045,97.63243419378996
347,0.15616457,83.56338557957864
348,0.07968099,96.72998604095612
349,0.19516404,51.64757694636355
350,0.11205455,84.11182949241733
351,0.11113464,85.07408666100254
352,0.04193217,96.63526565859749
353,0.16582887,76.96245285250555
354,0.03749686,97.2940552209564
355,0.15683568,78.82354042491731
356,0.21719468,42.295336290821616
357,0.4542946,55.952670997301
358,0.29917294,6.793760696451318
359,0.7172415,26.619917573968138
360,0.26238063,66.6199190403177
361,0.65787476,12.146093961811069
362,0.25927445,68.59475833004083
363,0.9045864,15.024299451969805
364,0.5864057,13.124225432610231
365,1.0518485,19.858133976746743
366,0.21877307,70.25134335411452
367,0.67979336,17.66019634027293
368,0.65794903,7.687428215387618
369,0.5411695,43.2638115663695
370,1.0786958,20.375705861982045
371,0.8342104,18.35910571945524
372,0.54321223,46.59484856399476
373,0.8819886,7.861955365415632
374,0.62328,20.354480372040367
375,0.30642816,24.956900244142716
376,0.4550338,44.61790696060515
377,1.3492746,17.25253352856595
378,0.8512055,21.879312304170657
379,0.7176667,14.395932112520315
380,1.103891,14.220725892100837
381,0.33140475,63.36732772644831
382,0.53254914,17.9642482817247
383,0.18430638,18.077435855576415
384,0.20481493,78.85547112686557
385,0.3722124,17.922772363465604
386,0.29302967,52.300845197359756
387,0.14966327,37.99085439469485
388,0.44581637,21.14950920865458
389,0.039178476,83.8609962660222
390,0.07646495,92.64912593649662
391,0.054703403,92.47617068028624
392,0.10017073,90.9901410567167
393,0.13807093,86.1844492228814
394,0.06550911,93.57506676773329
395,0.19936608,75.63639805314186
396,0.031104207,94.39494510112132
397,0.2296872,75.73608673689911
398,0.31458727,21.228179551122196
399,0.4524946,47.983359079855006
400,0.31524232,9.723854496637973
401,0.4195497,62.858250630896585
402,1.0087564,14.898264345275782
403,0.7933645,31.174962050703826
404,0.78045875,6.239810057545472
405,0.7144174,15.128063480587455
406,0.73421973,31.53571145106132
407,0.6407682,9.300763958119186
408,0.6848971,19.581516158260346
409,0.68532205,11.058258663406239
410,0.5342816,12.637611972054568
411,0.47286364,34.95391163161041
412,0.4562777,25.247879562766744
413,0.33467233,29.082291381115184
414,0.2862618,31.97014413598011
415,0.38614085,17.214989300357743
416,0.52558905,35.41123205309727
417,0.354363,57.10217811230267
418,0.7814891,13.381595522459458
419,0.76676136,15.52471674863803
420,0.2173747,62.42480484599719
421,0.17613141,70.56619989995883
422,0.09332028,61.233872088761956
423,0.093656786,80.36623649718064
424,0.22146799,63.73864252625966
425,1.3306946,24.342439729216277
426,0.9796524,28.124200207644208
427,0.087631784,90.50970107240447
428,0.15814658,78.12602068067153
429,0.07624659,91.64136222841596
430,0.1000162,92.49266772887343
431,0.032639828,98.28449826206703
432,0.022080159,98.9286791344623
433,0.10545718,95.67851154740656
434,0.043123335,97.42929722069499
435,0.04361317,98.82605296827369
436,0.034629412,98.20958231434578
437,0.032964732,98.33553794881126
438,0.019741649,99.30622625928984
439,0.03155544,98.43645391465762
440,0.021651493,99.08781285221886
441,0.03466663,97.93881469081549
442,0.019999512,98.08813586824242
443,0.035290565,97.31755654156736
444,0.04679915,95.87098239333137
445,0.058572393,94.54081154721807
446,0.08169588,93.54037562894315
447,0.04814099,95.17565014541067
448,0.20427771,38.5376494333178
449,0.09857359,92.52644646785541
450,0.23422424,53.155289967194875
451,0.30863035,22.998013163170857
452,0.27802375,50.827143587186264
453,0.24548388,38.4962850680046
454,0.09077796,94.75484769581782
455,0.17911811,67.94418617259186
456,0.103796095,93.90519708298717
457,0.08716425,93.81966966644472
458,0.12488059,92.76538398146263
459,0.07302386,94.88675276391743
460,0.050976973,92.97888730757681
461,0.09914335,91.07856012573065
462,0.10232028,93.46608321336431
463,0.14134741,87.03175411314824
464,0.070191495,91.91371820927861
465,0.18611741,46.45119295726137
466,0.034482088,88.39129009940648
467,0.22855467,62.88666081510023
468,0.10959032,66.19474885955901
469,0.24782307,62.06407809311203
470,0.118784994,88.11103746985032
471,0.045569662,57.816982991024545
472,0.2862012,36.69926358145194
473,0.29866406,18.596929986857383
474,0.30499896,49.957030009922285
475,0.26440832,29.046660191568158
476,0.26888344,16.63864085907193
477,0.21450281,36.379595826600436
478,0.2103527,32.36609968537633
479,0.2627583,44.781511106232934
480,0.23032635,25.812424425634823
481,0.20933442,58.306250794529156
482,0.2752925,33.48148311048557
483,0.20868832,56.65261466225717
484,0.3026462,43.103457497305726
485,0.14768882,72.23615716322779
486,0.33572862,38.6458806316533
487,0.38075876,57.33956074563892
488,0.31616646,36.34792488777603
489,0.24657816,41.0608091497606
490,0.45907924,33.28115134000738
491,0.13001738,92.77890526468482
492,0.3635844,35.54872382910579
493,0.40899658,13.0483981747829
494,0.29297826,30.995613546504963
495,0.48006502,48.54467879969241
496,0.31699303,43.60480832785133
497,0.5432733,24.710777722737244
498,0.3824843,47.5853877036398
499,0.5694854,13.875743151006436
500,0.2662254,39.66111958281432
501,0.31306046,54.44768687902181
502,0.28651434,24.2667100217094
503,0.25392687,47.047144999205855
504,0.3356944,50.57411144783548
505,0.22945882,34.20466283645925
506,0.30540398,26.820995878747738
507,0.43611524,46.54835141201757
508,0.2941498,46.12167054308103
509,0.64755267,17.388020403929723
510,0.2644038,17.56448226988287
511,0.75565046,44.502700517074715
512,0.7269537,8.529300996951587
513,1.1723855,14.7374927376726
514,1.1947635,6.17422065494557
515,0.6188317,41.05667538681692
516,0.8120261,10.02915419328895
517,0.67287135,3.415124678769389
518,0.57517165,27.043982852446053
519,0.58458984,6.207360305014591
520,0.47118616,42.20782524167724
521,0.4619652,16.459522287327534
522,0.36863542,33.47416525106029
523,0.36617544,46.94462503424391
524,0.3389081,27.859186629793246
525,0.50457644,55.50527079643256
526,0.48740315,27.58449114447245
527,0.3374736,63.02081788509477
528,0.31152007,30.31595799085404
529,0.27700403,45.62837588754788
530,0.27090046,63.96264102488176
531,0.32770783,17.975107319312077
532,0.3363808,38.46569683828898
533,1.1150627,9.136826021137221
534,0.6553815,57.479545943790534
535,1.0107793,25.291517348392752
536,0.38950703,65.74072413607588
537,0.23392276,48.93549685519132
538,0.26467112,47.171568674728675
539,0.14007725,73.44856747518868
540,0.48728028,33.354864271384685
541,0.11406758,89.44452554334705
542,0.19999908,66.02617425788158
543,0.20546697,34.896584463524235
544,0.38054085,58.51376600726332
545,0.4281222,14.876009654930622
546,0.113210976,89.37089209699857
547,0.32879993,31.62573354496585
548,0.12537926,90.9858744524681
549,0.27495855,66.12113712234583
550,0.25016344,48.66456270335747
551,0.33792588,11.159350627199851
552,0.30504304,35.128315336344215
553,0.25896266,40.71074254240923
554,0.29697934,34.30274220946997
555,0.20361684,70.43011799379106
556,0.28972223,33.69754238720141
557,0.20543873,62.89266091827458
558,0.26949856,23.72327407043708
559,0.2599659,60.86169328098191
560,0.29750285,36.8525857388345
561,0.13991465,86.17506197631127
562,0.22103159,71.02602878366919
563,0.103360765,89.21693534100974
564,0.16274913,51.13739245601238
565,0.11967992,93.4759365365021
566,0.100753635,85.75254396976374
567,0.096810274,88.56292159187993
568,0.058806505,95.09382196001464
569,0.09005118,94.637352819171
570,0.13765411,62.282302002414994
571,0.091702156,87.43745409034253
572,0.070257574,94.49897596164301
573,0.09440265,92.5270019669917
574,0.19179855,62.889321099359464
575,0.1452647,77.55856056616709
576,0.20570566,45.564549609475186
577,0.21716781,68.66108741311739
578,0.29525146,32.349182580561745
579,0.21988207,44.15602557904856
580,0.3932172,36.03358857606923
581,0.37229875,44.02939549945553
582,0.4098072,64.32161223419571
583,0.7417727,11.153571460061897
584,0.6966409,26.184399182436625
585,0.8742833,17.273704606934345
586,0.17882544,64.84148367896807
587,0.034808863,98.79427883516865
588,0.02253606,98.79621668099742
589,0.021724328,95.18770990589566
590,0.09816623,93.4457620154342
591,0.2196508,79.39241061636324
592,0.07100282,94.26129885774517
593,0.051892657,95.43524918619417
594,0.03283392,97.39424943330032
595,0.046859127,97.72704923406394
596,0.043649647,99.10919463267001
597,0.035107836,98.94027156635595
598,0.041547954,97.86249634237141
599,0.06129049,93.57399519096549
600,0.032503735,96.69531593868173
601,0.05403773,92.96345221116754
602,0.05782181,90.2549011658825
603,0.061410055,91.02762386492765
604,0.0578414,91.30121818779045
605,0.035957914,75.68011979064624
606,0.041349985,92.28781244467228
607,0.047386583,92.23011088445452
608,0.053670425,76.52114519892993
609,0.07313763,90.67824300984923
610,0.06699269,92.94920904588656
611,0.14053264,71.48483194260314
612,0.1061163,86.79752829051
613,0.21836966,54.12133044237118
614,0.14202698,87.64031399336997
615,0.25997734,80.31933681362543
616,0.19071406,92.18638972786006
617,0.23534916,80.736127433022
618,0.20246506,87.52983044889277
619,0.057529617,96.26115277282702
620,0.06352458,94.86931016558997
621,0.14031787,86.72083077238271
622,0.12457008,93.65163528988548
623,0.1355462,37.1654501216545
624,0.10634333,81.59918952384527
625,0.09960242,86.92311950538519
626,0.067058094,95.92957633337826
627,0.058747947,94.2807730483389
628,0.06882088,96.4108065265517
629,0.08961394,91.38821813578795
630,0.039630864,93.05329825412076
631,0.07454728,87.55858148193678
632,0.012489212,95.73745104920425
633,0.08406202,88.28282495372125
634,0.101398736,80.7430745848079
635,0.1144135,87.60093959002997
636,0.030709773,97.57475647970462
637,0.06814174,99.06158183546492
638,0.0371889,96.43391008205526
639,0.051911842,98.30802429667519
640,0.038941946,98.46104338106954
641,0.02063559,99.45822839499668
642,0.01936621,99.39722530235436
643,0.044306334,99.9435946695044
644,0.017601741,99.99987243222004
645,0.018523468,99.94947415936672
646,0.032450408,98.49703339724532
647,0.057794943,96.42016652220734
648,0.07789933,93.62133258090037
649,0.11813304,85.3300063462759
650,0.10954226,60.299949147031775
651,0.11136627,91.9528856996937
652,0.09281523,91.36559248408929
653,0.071584806,95.12013827319703
654,0.1529193,89.07960696272605
655,0.10086241,92.66979315307654
656,0.080151655,95.23861851831502
657,0.09032907,93.97338795994106
658,0.11068032,90.81454569584764
659,0.050966892,96.63236153288094
660,0.048508704,96.28182813183638
661,0.07869269,93.90005595741377
662,0.1474187,89.56003531489112
663,0.07329015,93.74132942971575
664,0.22849293,86.26477711104545
665,0.27462837,78.75412285807461
666,0.3841934,56.29699121860349
667,0.26744103,76.6285794893497
668,0.46381447,21.1412614478386
669,0.33664277,50.931043861321044
670,0.14195913,75.93183401776051
671,0.23024316,27.418137013677324
672,0.26372275,50.62524948719266
673,0.16634066,72.58650635181199
674,0.23600091,32.67573549220943
675,0.27507296,39.16176995747168
676,0.29450572,40.311783585511236
677,0.16990751,86.44599545548223
678,0.510531,14.902045337952877
679,0.49357736,16.395104234701456
680,0.29892203,27.82559158095915
681,0.091303706,89.73344734785094
682,0.25091544,60.99025049417598
683,0.3289427,36.509089872912746
684,0.24075435,61.50372932575864
685,0.13543098,82.46466922886022
686,0.19579963,57.3457328059901
687,0.2341113,70.4529493882866
688,0.12595056,72.08322240815394
689,0.09151074,90.0343545481876
690,0.14959207,85.00139118951749
691,0.59547734,55.59357459504104
692,0.77132374,24.41581284101041
693,1.0948557,27.934231240160923
694,0.54954183,51.99020649434316
695,0.7166412,18.29893356435158
696,0.43710884,48.960749397698535
697,0.28989837,20.435218699576993
698,0.42040074,28.146401269291793
699,0.59774125,26.0489274057071
700,0.294852,53.07867500492134
701,0.22049181,60.132975807444964
702,0.15170115,62.591610911964004
703,0.30300024,31.61881823806894
704,0.13109607,90.5117819692107
705,0.023588812,97.05614064184427
706,0.25371602,54.38754496704568
707,0.19496007,67.13679644781195
708,0.039441973,96.31485568773027
709,0.17035878,79.95247495232073
710,0.055869654,95.0585299437525
711,0.029384091,96.8693359399657
712,0.20062165,65.42077962965097
713,0.13884123,83.82345983835351
714,0.12009871,88.47208586276555
715,0.0417499,97.96022153885274
716,0.11799856,92.85000796775586
717,0.055113878,97.10582917199825
718,0.32716572,34.88293005684527
719,0.39066172,28.49493440939737
720,0.5685707,23.584485413068453
721,0.25468382,25.333263615950173
722,0.47197047,30.750377365579396
723,0.3215095,52.64395054178531
724,0.70755357,22.310430138589513
725,0.5612002,24.662338600637856
726,0.62920403,24.13214854910388
727,0.44723347,34.29397222950467
728,0.4152688,45.35684958406227
729,0.885192,5.528419095489264
730,0.7753101,50.793383679006865
731,0.894815,33.16089102636068
732,0.6623866,57.031088834001466
733,1.07732,29.10040973167306
734,0.20537136,26.90026103754238
735,0.32699367,62.078804515833866
736,0.09240016,80.4637243233353
737,0.19625558,63.572793905306725
738,0.21090668,67.51021299154894
739,0.057071652,96.88800434231952
740,0.24488221,52.28374008256299
741,0.056487996,92.23810141615353
742,0.24393614,72.19554978666396
743,0.06574778,92.914289877014
744,0.20654029,53.43505670159726
745,0.03876469,87.59944851607285
746,0.14766397,83.4676054694338
747,0.080631614,87.81826380091469
748,0.15430057,72.45979795810868
749,0.03090136,80.17524644030668
750,0.16866553,62.236133938173
751,0.062135305,91.53887613881355
752,0.09440783,88.59467078469268
753,0.16843152,78.67578795595641
754,0.029771931,73.35461328085657
755,0.26067266,60.12737071226972
756,0.14777665,37.168001430560345
757,0.18767487,78.12412870864546
758,0.22498137,42.02504231204229
759,0.30161363,55.87112772129162
760,0.09671033,70.86693548387096
761,0.17369594,82.3962166391744
762,0.26558965,37.077219883663204
763,0.34270135,20.169432250729486
764,0.23508704,44.18067817239281
765,0.38245693,59.039809214207686
766,0.38885173,22.059645033503188
767,0.13664715,10.384759247465098
768,0.21913226,23.82504284208511
769,0.12624128,32.829876235098375
770,0.17013057,25.85317902407696
